0	0
0,31028	0,946148
0,620561	0,612602
0,930841	-0,549506
1,241122	-0,968391
1,551402	-0,077498
1,861683	0,918214
2,171963	0,672013
2,482244	-0,483105
2,792524	-0,984809
3,102805	-0,154529
3,413085	0,884756
3,723366	0,727382
4,033646	-0,413798
4,343927	-0,995304
4,654207	-0,230631
4,964488	0,845977
5,274768	0,778376
5,585049	-0,342002
5,895329	-0,999812
6,20561	-0,305346
6,51589	0,80211
6,826171	0,824688
7,136451	-0,268149
7,446732	-0,998307
7,757012	-0,378224
8,067293	0,753418
8,377573	0,86604
8,687854	-0,192683
8,998134	-0,990796
9,308415	-0,448827
9,618695	0,700194
9,928976	0,902182
10,239256	-0,116059
10,549537	-0,977326
10,859817	-0,516731
11,170098	0,642759
11,480378	0,932898
11,790659	-0,038736
12,100939	-0,957978
12,41122	-0,581526
12,7215	0,581457
13,031781	0,958002
13,342061	0,03882
13,652342	-0,932867
13,962622	-0,642824
14,272903	0,516658
14,583183	0,977344
14,893464	0,116143
15,203744	-0,902145
15,514025	-0,700255
15,824305	0,448751
16,134586	0,990808
16,444866	0,192767
16,755147	-0,865997
17,065427	-0,753474
17,375708	0,378146
17,685988	0,998312
17,996269	0,268231
18,306549	-0,82464
18,61683	-0,802161
18,92711	0,305265
19,237391	0,999811
19,547671	0,342082
19,857952	-0,778323
20,168232	-0,846023
20,478513	0,230549
20,788793	0,995296
21,099074	0,413876
21,409354	-0,727324
21,719635	-0,884796
22,029915	0,154445
22,340196	0,984795
22,650476	0,48318
22,960757	-0,67195
23,271037	-0,918247
23,581318	0,077413
23,891598	0,96837
24,201879	0,549577
24,512159	-0,612535
24,82244	-0,946175
